Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,grid ID num,Grid ID,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
13n2428,G2470,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(5, 3, 2, 4, 1, 7, 0, 6, 9, 8)",-15,0,#REF!,G2470,G2469,G2064,G2063
13n2428,G2065,"(0, 2, 9, 1, 8, 6, 5, 7, 4, 3)","(6, 8, 7, 5, 4, 3, 0, 2, 1, 9)",-15,2,#REF!,G2065,--,--,G2471
13n2428,G2471,"(0, 9, 1, 8, 7, 6, 4, 3, 5, 2)","(7, 4, 6, 5, 3, 0, 2, 9, 1, 8)",-15,2,#REF!,G2471,--,--,G2065
m13n2428,G2243,"(0, 7, 9, 1, 2, 4, 5, 3, 6, 8)","(4, 2, 3, 5, 6, 7, 0, 8, 9, 1)",5,0,#REF!,G2243,G2244,G2650,G2649
m13n2428,G2244,"(0, 2, 3, 5, 7, 4, 6, 8, 1, 9)","(7, 8, 9, 1, 2, 0, 3, 5, 6, 4)",5,0,#REF!,G2244,G2243,G2649,G2650
m13n2428,G2649,"(0, 3, 1, 2, 4, 7, 5, 8, 6, 9)","(7, 8, 6, 9, 0, 1, 3, 4, 2, 5)",5,0,#REF!,G2649,G2650,G2244,G2243
m13n2428,G2650,"(0, 8, 9, 1, 4, 2, 3, 5, 6, 7)","(5, 3, 6, 8, 0, 7, 9, 1, 2, 4)",5,0,#REF!,G2650,G2649,G2243,G2244
13n2436,G744,"(0, 5, 8, 6, 9, 2, 3, 4, 1, 7)","(3, 9, 1, 0, 4, 5, 7, 8, 6, 2)",-2,-1,#REF!,G744,--,--,G745
13n2436,G745,"(0, 1, 2, 6, 8, 4, 7, 9, 5, 3)","(4, 5, 9, 0, 3, 1, 2, 6, 8, 7)",-2,-1,#REF!,G745,--,--,G744
13n2436,G746,"(0, 6, 3, 4, 5, 8, 1, 9, 2, 7)","(5, 1, 9, 0, 2, 3, 7, 6, 8, 4)",-2,1,#REF!,G746,--,--,G747
13n2436,G747,"(0, 8, 4, 6, 9, 5, 7, 1, 2, 3)","(6, 5, 7, 1, 2, 0, 3, 4, 8, 9)",-2,1,#REF!,G747,--,--,G746
m13n2436,G1671,"(0, 3, 2, 1, 7, 5, 9, 6, 4, 8)","(6, 9, 8, 4, 3, 0, 2, 1, 7, 5)",-8,-1,#REF!,G1671,--,--,G1672
m13n2436,G1672,"(0, 5, 2, 6, 9, 8, 7, 4, 1, 3)","(4, 8, 7, 1, 3, 2, 0, 9, 5, 6)",-8,-1,#REF!,G1672,--,--,G1671
m13n2436,G1673,"(0, 4, 2, 9, 3, 1, 7, 6, 5, 8)","(3, 1, 7, 6, 8, 5, 4, 0, 9, 2)",-8,1,#REF!,G1673,--,--,G1674
m13n2436,G1674,"(0, 2, 9, 6, 5, 4, 7, 1, 8, 3)","(7, 8, 4, 3, 1, 0, 2, 6, 5, 9)",-8,1,#REF!,G1674,--,--,G1673
13n2491,G2066,"(0, 8, 7, 6, 5, 2, 3, 1, 4, 9)","(5, 4, 1, 9, 8, 7, 0, 6, 2, 3)",-12,-1,#REF!,G2066,--,--,?
13n2491,G2472,"(0, 8, 6, 9, 4, 5, 3, 2, 7, 1)","(3, 2, 1, 7, 8, 0, 9, 6, 4, 5)",-12,-1,#REF!,G2472,--,--,?
13n2491,G2067,"(0, 5, 8, 6, 7, 4, 3, 2, 1, 9)","(6, 7, 3, 9, 2, 1, 0, 8, 5, 4)",-12,1,#REF!,G2067,--,--,?
13n2491,G2473,"(0, 4, 9, 8, 6, 7, 2, 5, 3, 1)","(6, 7, 5, 2, 1, 3, 4, 0, 9, 8)",-12,1,#REF!,G2473,--,--,?
m13n2491,G2245,"(0, 1, 9, 2, 8, 6, 3, 4, 5, 7)","(4, 6, 5, 7, 0, 9, 8, 1, 2, 3)",2,-1,#REF!,G2245,--,--,G2651
m13n2491,G2246,"(0, 9, 1, 5, 4, 2, 3, 6, 7, 8)","(4, 3, 6, 0, 7, 5, 8, 9, 1, 2)",2,-1,#REF!,G2246,--,--,G2652
m13n2491,G2651,"(0, 1, 2, 3, 7, 5, 4, 6, 9, 8)","(4, 6, 9, 0, 1, 8, 7, 2, 5, 3)",2,-1,#REF!,G2651,--,--,G2245
m13n2491,G2652,"(0, 2, 5, 6, 4, 3, 7, 8, 9, 1)","(3, 8, 9, 1, 0, 5, 2, 4, 6, 7)",2,-1,#REF!,G2652,--,--,G2246
m13n2491,G2247,"(0, 2, 3, 4, 1, 9, 5, 8, 6, 7)","(4, 5, 6, 9, 8, 7, 0, 2, 1, 3)",2,1,#REF!,G2247,--,--,G2653
m13n2491,G2248,"(0, 1, 2, 5, 6, 4, 3, 7, 9, 8)","(6, 7, 9, 0, 3, 1, 8, 2, 5, 4)",2,1,#REF!,G2248,--,--,G2654
m13n2491,G2653,"(0, 9, 2, 4, 3, 1, 5, 6, 7, 8)","(5, 3, 6, 1, 0, 7, 8, 9, 2, 4)",2,1,#REF!,G2653,--,--,G2247
m13n2491,G2654,"(0, 2, 3, 4, 8, 7, 5, 6, 9, 1)","(4, 5, 7, 9, 6, 1, 0, 2, 3, 8)",2,1,#REF!,G2654,--,--,G2248
13n2492,G2068,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(4, 1, 3, 2, 8, 0, 7, 6, 5, 9)",-15,-2,#REF!,G2068,--,--,G2474
13n2492,G2474,"(0, 8, 9, 7, 6, 5, 4, 3, 1, 2)","(5, 1, 3, 2, 0, 8, 7, 6, 4, 9)",-15,-2,#REF!,G2474,--,--,G2068
13n2492,G2069,"(0, 3, 9, 5, 8, 7, 6, 2, 1, 4)","(5, 6, 4, 2, 3, 1, 0, 9, 8, 7)",-15,0,#REF!,G2069,G2070,G2476,G2475
13n2492,G2070,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(4, 1, 9, 3, 8, 7, 0, 6, 5, 2)",-15,0,#REF!,G2070,G2069,G2475,G2476
13n2492,G2475,"(0, 3, 2, 1, 9, 7, 5, 4, 8, 6)","(7, 8, 6, 5, 4, 3, 2, 0, 1, 9)",-15,0,#REF!,G2475,G2476,G2070,G2069
13n2492,G2476,"(0, 9, 7, 6, 8, 5, 3, 4, 2, 1)","(5, 3, 2, 0, 4, 9, 7, 1, 8, 6)",-15,0,#REF!,G2476,G2475,G2069,G2070
13n2492,G2071,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 7, 6, 5, 2, 4, 0, 9, 1, 8)",-15,2,#REF!,G2071,--,--,G2477
13n2492,G2477,"(0, 1, 9, 8, 7, 6, 5, 3, 4, 2)","(3, 8, 6, 5, 4, 2, 0, 9, 1, 7)",-15,2,#REF!,G2477,--,--,G2071
m13n2492,G2249,"(0, 2, 1, 3, 7, 4, 5, 6, 8, 9)","(7, 9, 6, 8, 2, 0, 1, 3, 4, 5)",5,0,#REF!,G2249,G2250,G2656,G2655
m13n2492,G2250,"(0, 3, 1, 5, 6, 4, 7, 8, 9, 2)","(4, 8, 9, 0, 2, 1, 3, 5, 6, 7)",5,0,#REF!,G2250,G2249,G2655,G2656
m13n2492,G2655,"(0, 1, 3, 2, 4, 6, 7, 8, 5, 9)","(2, 6, 7, 5, 8, 9, 0, 3, 1, 4)",5,0,#REF!,G2655,G2656,G2250,G2249
m13n2492,G2656,"(0, 8, 1, 6, 2, 3, 4, 7, 5, 9)","(6, 5, 7, 9, 8, 0, 1, 2, 3, 4)",5,0,#REF!,G2656,G2655,G2249,G2250
13n2527,G2072,"(0, 4, 6, 5, 9, 8, 7, 2, 1, 3)","(5, 7, 2, 1, 3, 4, 0, 9, 6, 8)",-5,0,#REF!,G2072,G2073,G2479,G2478
13n2527,G2073,"(0, 8, 7, 9, 2, 4, 1, 5, 3, 6)","(5, 4, 1, 3, 8, 0, 6, 9, 7, 2)",-5,0,#REF!,G2073,G2072,G2478,G2479
13n2527,G2478,"(0, 2, 4, 6, 5, 9, 8, 7, 3, 1)","(5, 7, 8, 3, 1, 4, 2, 0, 9, 6)",-5,0,#REF!,G2478,G2479,G2073,G2072
13n2527,G2479,"(0, 2, 4, 7, 6, 8, 5, 1, 9, 3)","(6, 5, 1, 3, 9, 2, 0, 7, 4, 8)",-5,0,#REF!,G2479,G2478,G2072,G2073
m13n2527,G2251,"(0, 7, 9, 1, 2, 5, 6, 4, 3, 8)","(6, 2, 3, 4, 8, 0, 1, 9, 7, 5)",-5,0,#REF!,G2251,G2252,G2658,G2657
m13n2527,G2252,"(0, 2, 3, 7, 5, 9, 6, 8, 1, 4)","(5, 8, 6, 4, 1, 2, 0, 3, 7, 9)",-5,0,#REF!,G2252,G2251,G2657,G2658
m13n2527,G2657,"(0, 1, 5, 4, 2, 3, 8, 6, 9, 7)","(3, 8, 9, 0, 6, 7, 5, 1, 4, 2)",-5,0,#REF!,G2657,G2658,G2252,G2251
m13n2527,G2658,"(0, 2, 9, 3, 1, 6, 4, 7, 8, 5)","(6, 8, 4, 7, 5, 2, 0, 1, 3, 9)",-5,0,#REF!,G2658,G2657,G2251,G2252
13n2533,G2074,"(0, 6, 5, 8, 7, 9, 4, 3, 1, 2)","(3, 1, 9, 2, 0, 6, 8, 5, 4, 7)",-7,-2,#REF!,G2074,--,--,G2480
13n2533,G2480,"(0, 6, 5, 8, 7, 9, 4, 2, 3, 1)","(2, 1, 9, 3, 0, 6, 8, 5, 7, 4)",-7,-2,#REF!,G2480,--,--,G2074
13n2533,G2075,"(0, 8, 2, 4, 3, 7, 5, 6, 1, 9)","(6, 3, 5, 1, 9, 2, 0, 8, 7, 4)",-7,0,#REF!,G2075,G2076,G2482,G2483
13n2533,G2076,"(0, 1, 3, 9, 8, 5, 7, 4, 6, 2)","(4, 8, 7, 6, 2, 0, 1, 9, 3, 5)",-7,0,#REF!,G2076,G2075,G2483,G2482
13n2533,G2077,"(0, 7, 5, 3, 6, 4, 9, 2, 1, 8)","(6, 1, 9, 8, 2, 0, 3, 7, 5, 4)",-7,0,#REF!,G2077,G2078,G2484,G2481
13n2533,G2078,"(0, 7, 9, 5, 6, 8, 3, 1, 4, 2)","(5, 1, 3, 2, 0, 4, 7, 6, 9, 8)",-7,0,#REF!,G2078,G2077,G2481,G2484
13n2533,G2481,"(0, 2, 9, 1, 8, 6, 3, 7, 4, 5)","(3, 6, 5, 7, 4, 0, 9, 2, 1, 8)",-7,0,#REF!,G2481,G2484,G2078,G2077
13n2533,G2482,"(0, 3, 1, 9, 8, 5, 7, 4, 6, 2)","(4, 8, 6, 7, 2, 0, 1, 9, 3, 5)",-7,0,#REF!,G2482,G2483,G2075,G2076
13n2533,G2483,"(0, 1, 9, 3, 5, 4, 7, 8, 6, 2)","(5, 7, 4, 6, 2, 0, 3, 1, 9, 8)",-7,0,#REF!,G2483,G2482,G2076,G2075
13n2533,G2484,"(0, 7, 6, 9, 8, 1, 3, 5, 2, 4)","(5, 3, 1, 4, 2, 7, 0, 9, 6, 8)",-7,0,#REF!,G2484,G2481,G2077,G2078
13n2533,G2079,"(0, 1, 9, 8, 3, 5, 4, 7, 6, 2)","(5, 8, 7, 4, 6, 2, 0, 3, 1, 9)",-7,2,#REF!,G2079,--,--,G2485
13n2533,G2485,"(0, 8, 9, 7, 2, 4, 3, 6, 5, 1)","(7, 4, 6, 3, 5, 1, 8, 2, 0, 9)",-7,2,#REF!,G2485,--,--,G2079
m13n2533,G2253,"(0, 6, 9, 3, 1, 4, 2, 5, 7, 8)","(4, 1, 2, 0, 5, 7, 6, 8, 9, 3)",-3,0,#REF!,G2253,G2254,G2659,G2660
m13n2533,G2254,"(0, 3, 1, 5, 8, 4, 6, 7, 9, 2)","(7, 9, 4, 2, 3, 0, 1, 5, 6, 8)",-3,0,#REF!,G2254,G2253,G2660,G2659
m13n2533,G2659,"(0, 7, 9, 3, 1, 4, 5, 2, 6, 8)","(4, 1, 2, 0, 5, 6, 8, 7, 9, 3)",-3,0,#REF!,G2659,G2660,G2253,G2254
m13n2533,G2660,"(0, 7, 8, 1, 9, 3, 5, 2, 4, 6)","(5, 4, 6, 7, 2, 0, 1, 8, 9, 3)",-3,0,#REF!,G2660,G2659,G2254,G2253
13n2769,G2080,"(0, 5, 7, 6, 4, 3, 2, 8, 1, 9)","(6, 8, 2, 1, 9, 0, 5, 4, 7, 3)",-9,0,#REF!,G2080,G2081,G2487,G2486
13n2769,G2081,"(0, 7, 5, 4, 8, 6, 9, 2, 3, 1)","(4, 3, 2, 9, 1, 0, 5, 7, 8, 6)",-9,0,#REF!,G2081,G2080,G2486,G2487
13n2769,G2486,"(0, 2, 1, 6, 8, 9, 7, 5, 4, 3)","(5, 9, 7, 0, 3, 4, 2, 1, 8, 6)",-9,0,#REF!,G2486,G2487,G2081,G2080
13n2769,G2487,"(0, 1, 6, 5, 8, 4, 7, 9, 3, 2)","(5, 4, 3, 9, 2, 0, 1, 6, 8, 7)",-9,0,#REF!,G2487,G2486,G2080,G2081
m13n2769,G2255,"(0, 1, 9, 4, 2, 3, 5, 8, 6, 7)","(3, 8, 5, 0, 6, 7, 1, 4, 9, 2)",-1,0,#REF!,G2255,G2256,G2662,G2661
m13n2769,G2256,"(0, 1, 9, 2, 3, 4, 6, 8, 7, 5)","(6, 8, 4, 5, 7, 0, 1, 3, 2, 9)",-1,0,#REF!,G2256,G2255,G2661,G2662
m13n2769,G2661,"(0, 8, 3, 1, 2, 5, 6, 4, 7, 9)","(6, 2, 9, 4, 7, 0, 1, 8, 3, 5)",-1,0,#REF!,G2661,G2662,G2256,G2255
m13n2769,G2662,"(0, 2, 3, 4, 8, 5, 7, 6, 1, 9)","(5, 7, 6, 1, 2, 9, 3, 0, 8, 4)",-1,0,#REF!,G2662,G2661,G2255,G2256
13n2787,G748,"(0, 2, 4, 3, 5, 9, 7, 8, 6, 1)","(5, 8, 1, 6, 2, 4, 0, 3, 9, 7)",-4,-1,#REF!,G748,--,--,G749
13n2787,G749,"(0, 2, 4, 3, 5, 9, 7, 8, 6, 1)","(3, 5, 8, 6, 1, 4, 0, 2, 9, 7)",-4,-1,#REF!,G749,--,--,G748
13n2787,G750,"(0, 5, 3, 4, 2, 6, 8, 7, 9, 1)","(4, 2, 9, 1, 7, 0, 5, 3, 6, 8)",-4,1,#REF!,G750,--,--,G751
13n2787,G751,"(0, 5, 3, 4, 2, 6, 8, 7, 9, 1)","(4, 2, 8, 1, 7, 9, 5, 0, 3, 6)",-4,1,#REF!,G751,--,--,G750
m13n2787,G2257,"(0, 9, 1, 7, 5, 6, 4, 2, 3, 8)","(4, 2, 6, 3, 8, 0, 7, 5, 9, 1)",-6,-1,#REF!,G2257,--,--,G2663
m13n2787,G2258,"(0, 2, 4, 1, 3, 8, 9, 6, 7, 5)","(6, 9, 7, 5, 0, 2, 4, 1, 3, 8)",-6,-1,#REF!,G2258,--,--,G2664
m13n2787,G2259,"(0, 7, 9, 4, 2, 5, 3, 1, 6, 8)","(5, 1, 3, 0, 6, 8, 7, 4, 9, 2)",-6,-1,#REF!,G2259,--,--,G2665
m13n2787,G2663,"(0, 8, 6, 7, 5, 1, 3, 2, 4, 9)","(5, 2, 9, 4, 8, 6, 0, 7, 1, 3)",-6,-1,#REF!,G2663,--,--,G2257
m13n2787,G2664,"(0, 8, 1, 9, 6, 4, 5, 2, 3, 7)","(4, 2, 5, 3, 0, 7, 9, 6, 8, 1)",-6,-1,#REF!,G2664,--,--,G2258
m13n2787,G2665,"(0, 7, 4, 6, 3, 5, 8, 1, 9, 2)","(3, 1, 9, 2, 7, 0, 4, 6, 5, 8)",-6,-1,#REF!,G2665,--,--,G2259
m13n2787,G2260,"(0, 2, 7, 5, 3, 6, 4, 9, 1, 8)","(6, 9, 4, 1, 0, 2, 8, 5, 7, 3)",-6,1,#REF!,G2260,--,--,G2668
m13n2787,G2261,"(0, 8, 9, 6, 7, 2, 4, 1, 3, 5)","(7, 2, 4, 1, 3, 5, 0, 8, 6, 9)",-6,1,#REF!,G2261,--,--,G2666
m13n2787,G2262,"(0, 5, 6, 4, 2, 3, 1, 7, 9, 8)","(7, 9, 3, 1, 8, 0, 5, 2, 6, 4)",-6,1,#REF!,G2262,--,--,G2667
m13n2787,G2666,"(0, 4, 5, 2, 3, 1, 8, 6, 9, 7)","(6, 9, 1, 8, 0, 7, 4, 2, 5, 3)",-6,1,#REF!,G2666,--,--,G2261
m13n2787,G2667,"(0, 5, 7, 6, 8, 4, 2, 3, 1, 9)","(6, 8, 2, 9, 3, 1, 5, 0, 7, 4)",-6,1,#REF!,G2667,--,--,G2262
m13n2787,G2668,"(0, 3, 1, 4, 7, 9, 6, 8, 5, 2)","(4, 7, 6, 8, 2, 5, 0, 3, 1, 9)",-6,1,#REF!,G2668,--,--,G2260
13n2872,G752,"(0, 7, 1, 9, 3, 5, 6, 4, 2, 8)","(6, 3, 4, 2, 8, 0, 1, 9, 7, 5)",-9,0,#REF!,G752,G753,G752,G753
13n2872,G753,"(0, 6, 9, 7, 8, 3, 1, 5, 2, 4)","(5, 3, 4, 1, 2, 0, 6, 9, 7, 8)",-9,0,#REF!,G753,G752,G753,G752
m13n2872,G1675,"(0, 8, 1, 7, 9, 4, 3, 5, 2, 6)","(4, 3, 5, 2, 6, 8, 7, 0, 9, 1)",-1,0,#REF!,G1675,G1676,G1676,G1675
m13n2872,G1676,"(0, 2, 9, 3, 5, 4, 7, 6, 8, 1)","(5, 8, 4, 6, 1, 0, 2, 9, 3, 7)",-1,0,#REF!,G1676,G1675,G1675,G1676
13n3158,G2082,"(0, 2, 4, 1, 5, 3, 7, 6, 9, 8)","(3, 7, 9, 6, 0, 8, 4, 2, 5, 1)",-1,0,#REF!,G2082,G2083,G2489,G2488
13n3158,G2083,"(0, 8, 1, 7, 9, 4, 2, 6, 3, 5)","(4, 2, 6, 3, 5, 8, 7, 0, 9, 1)",-1,0,#REF!,G2083,G2082,G2488,G2489
13n3158,G2488,"(0, 9, 1, 4, 2, 6, 3, 5, 8, 7)","(6, 3, 5, 0, 8, 1, 7, 9, 4, 2)",-1,0,#REF!,G2488,G2489,G2083,G2082
13n3158,G2489,"(0, 6, 8, 2, 4, 1, 5, 3, 9, 7)","(4, 3, 5, 7, 9, 6, 0, 8, 2, 1)",-1,0,#REF!,G2489,G2488,G2082,G2083
m13n3158,G2263,"(0, 8, 2, 5, 3, 1, 4, 9, 7, 6)","(4, 1, 9, 0, 7, 6, 8, 5, 2, 3)",-9,0,#REF!,G2263,G2264,G2669,G2670
m13n3158,G2264,"(0, 8, 3, 6, 4, 2, 5, 9, 7, 1)","(5, 2, 9, 1, 0, 7, 8, 6, 3, 4)",-9,0,#REF!,G2264,G2263,G2670,G2669
m13n3158,G2669,"(0, 3, 9, 2, 1, 7, 4, 6, 8, 5)","(7, 8, 4, 6, 5, 3, 0, 1, 2, 9)",-9,0,#REF!,G2669,G2670,G2263,G2264
m13n3158,G2670,"(0, 6, 9, 4, 1, 3, 5, 2, 8, 7)","(5, 1, 2, 0, 7, 8, 9, 6, 4, 3)",-9,0,#REF!,G2670,G2669,G2264,G2263
13n3414,G2084,"(0, 9, 1, 8, 4, 2, 3, 6, 5, 7)","(6, 2, 5, 3, 0, 7, 9, 1, 8, 4)",-3,0,#REF!,G2084,G2085,G2490,G2491
13n3414,G2085,"(0, 9, 2, 3, 1, 7, 4, 6, 5, 8)","(7, 4, 6, 8, 5, 2, 0, 3, 9, 1)",-3,0,#REF!,G2085,G2084,G2491,G2490
13n3414,G2490,"(0, 2, 1, 9, 3, 5, 4, 8, 6, 7)","(5, 8, 6, 4, 7, 2, 0, 3, 9, 1)",-3,0,#REF!,G2490,G2491,G2084,G2085
13n3414,G2491,"(0, 8, 7, 9, 2, 3, 1, 5, 4, 6)","(5, 3, 1, 4, 8, 0, 6, 9, 7, 2)",-3,0,#REF!,G2491,G2490,G2085,G2084
m13n3414,G2265,"(0, 2, 6, 9, 7, 8, 5, 3, 4, 1)","(5, 8, 1, 3, 0, 4, 2, 6, 9, 7)",-7,0,#REF!,G2265,G2266,G2671,G2672
m13n3414,G2266,"(0, 2, 1, 8, 9, 7, 4, 5, 3, 6)","(4, 7, 5, 3, 6, 0, 8, 2, 9, 1)",-7,0,#REF!,G2266,G2265,G2672,G2671
m13n3414,G2671,"(0, 6, 4, 5, 1, 3, 2, 9, 7, 8)","(5, 2, 7, 9, 6, 0, 8, 4, 1, 3)",-7,0,#REF!,G2671,G2672,G2265,G2266
m13n3414,G2672,"(0, 2, 8, 9, 7, 3, 5, 6, 4, 1)","(3, 7, 4, 6, 1, 8, 0, 2, 9, 5)",-7,0,#REF!,G2672,G2671,G2266,G2265
13n3582,G754,"(0, 2, 1, 9, 3, 5, 8, 7, 6, 4)","(3, 7, 5, 4, 6, 0, 2, 1, 9, 8)",-8,-1,#REF!,G754,--,--,G756
13n3582,G755,"(0, 9, 8, 7, 3, 5, 4, 6, 1, 2)","(5, 4, 1, 0, 6, 9, 8, 2, 3, 7)",-8,-1,#REF!,G755,--,--,G757
13n3582,G756,"(0, 2, 1, 4, 9, 5, 8, 7, 6, 3)","(5, 7, 6, 0, 3, 2, 4, 1, 9, 8)",-8,-1,#REF!,G756,--,--,G754
13n3582,G757,"(0, 9, 8, 6, 7, 2, 4, 3, 1, 5)","(4, 3, 1, 0, 5, 6, 9, 8, 7, 2)",-8,-1,#REF!,G757,--,--,G755
13n3582,G758,"(0, 8, 7, 6, 9, 1, 5, 3, 2, 4)","(6, 5, 3, 2, 4, 8, 0, 9, 7, 1)",-8,1,#REF!,G758,--,--,G760
13n3582,G759,"(0, 4, 2, 1, 3, 8, 9, 7, 6, 5)","(3, 8, 7, 6, 9, 0, 5, 4, 2, 1)",-8,1,#REF!,G759,--,--,G761
13n3582,G760,"(0, 7, 6, 5, 8, 4, 9, 2, 1, 3)","(5, 4, 2, 9, 1, 0, 3, 7, 6, 8)",-8,1,#REF!,G760,--,--,G758
13n3582,G761,"(0, 1, 6, 8, 7, 9, 5, 4, 3, 2)","(5, 9, 0, 4, 3, 6, 2, 1, 8, 7)",-8,1,#REF!,G761,--,--,G759
m13n3582,G1677,"(0, 2, 1, 6, 4, 5, 7, 3, 8, 9)","(7, 8, 3, 2, 9, 0, 1, 6, 4, 5)",-2,-1,#REF!,G1677,--,--,?
m13n3582,G1678,"(0, 1, 6, 2, 4, 5, 3, 8, 7, 9)","(4, 5, 3, 8, 9, 0, 7, 6, 1, 2)",-2,1,#REF!,G1678,--,--,?
13n3589,G762,"(0, 1, 9, 8, 6, 7, 4, 3, 5, 2)","(4, 7, 3, 5, 0, 2, 9, 8, 1, 6)",-13,0,#REF!,G762,G763,G762,G763
13n3589,G763,"(0, 6, 9, 7, 2, 5, 4, 1, 3, 8)","(4, 2, 3, 1, 8, 0, 9, 6, 7, 5)",-13,0,#REF!,G763,G762,G763,G762
m13n3589,G1679,"(0, 8, 9, 1, 3, 2, 4, 5, 7, 6)","(5, 2, 4, 7, 0, 6, 8, 9, 3, 1)",3,0,#REF!,G1679,G1680,G1680,G1679
m13n3589,G1680,"(0, 9, 1, 2, 4, 3, 5, 8, 6, 7)","(5, 3, 8, 6, 0, 7, 9, 4, 1, 2)",3,0,#REF!,G1680,G1679,G1679,G1680
13n3596,G764,"(0, 7, 8, 5, 6, 3, 4, 1, 2, 9)","(6, 1, 4, 9, 2, 0, 7, 5, 8, 3)",-11,0,#REF!,G764,G764,G764,G764
m13n3596,G1681,"(0, 9, 2, 1, 4, 3, 5, 6, 8, 7)","(6, 3, 8, 5, 0, 7, 2, 9, 4, 1)",1,0,#REF!,G1681,G1681,G1681,G1681
13n3602,G765,"(0, 2, 8, 9, 6, 7, 4, 5, 3, 1)","(4, 7, 3, 5, 0, 1, 8, 2, 9, 6)",-11,0,#REF!,G765,G766,G765,G766
13n3602,G766,"(0, 1, 8, 7, 9, 6, 4, 5, 2, 3)","(4, 6, 2, 3, 5, 0, 8, 1, 7, 9)",-11,0,#REF!,G766,G765,G766,G765
m13n3602,G1682,"(0, 3, 4, 2, 5, 7, 6, 9, 8, 1)","(5, 9, 8, 6, 1, 3, 0, 4, 2, 7)",1,0,#REF!,G1682,G1683,G1683,G1682
m13n3602,G1683,"(0, 9, 1, 3, 4, 2, 6, 5, 8, 7)","(6, 2, 5, 8, 0, 7, 1, 9, 4, 3)",1,0,#REF!,G1683,G1682,G1682,G1683
13n3956,G767,"(0, 8, 5, 9, 3, 6, 4, 2, 7, 1)","(4, 2, 1, 7, 8, 0, 9, 5, 3, 6)",-8,-1,#REF!,G767,--,--,G768
13n3956,G768,"(0, 8, 1, 9, 5, 4, 6, 3, 7, 2)","(4, 3, 7, 2, 0, 8, 1, 9, 5, 6)",-8,-1,#REF!,G768,--,--,G767
13n3956,G769,"(0, 4, 9, 7, 5, 8, 2, 6, 3, 1)","(5, 8, 6, 2, 1, 3, 4, 0, 9, 7)",-8,1,#REF!,G769,--,--,G770
13n3956,G770,"(0, 5, 9, 6, 8, 7, 3, 1, 4, 2)","(6, 7, 3, 1, 4, 2, 0, 5, 9, 8)",-8,1,#REF!,G770,--,--,G769
m13n3956,G2267,"(0, 7, 1, 6, 3, 5, 2, 4, 8, 9)","(5, 2, 4, 8, 7, 9, 6, 0, 1, 3)",-2,-1,#REF!,G2267,--,--,G2674
m13n3956,G2268,"(0, 6, 2, 9, 1, 3, 8, 4, 5, 7)","(4, 8, 7, 5, 6, 0, 2, 9, 1, 3)",-2,-1,#REF!,G2268,--,--,G2673
m13n3956,G2673,"(0, 3, 1, 4, 6, 7, 9, 8, 5, 2)","(4, 7, 5, 8, 0, 2, 3, 1, 9, 6)",-2,-1,#REF!,G2673,--,--,G2268
m13n3956,G2674,"(0, 7, 8, 9, 2, 5, 3, 6, 4, 1)","(3, 1, 4, 6, 7, 0, 8, 2, 9, 5)",-2,-1,#REF!,G2674,--,--,G2267
m13n3956,G2269,"(0, 1, 5, 7, 4, 6, 3, 8, 2, 9)","(6, 8, 9, 3, 0, 2, 1, 5, 7, 4)",-2,1,#REF!,G2269,--,--,G2676
m13n3956,G2270,"(0, 2, 3, 9, 4, 6, 8, 5, 1, 7)","(4, 6, 8, 5, 7, 1, 2, 0, 9, 3)",-2,1,#REF!,G2270,--,--,G2675
m13n3956,G2675,"(0, 7, 4, 3, 5, 6, 8, 1, 9, 2)","(6, 3, 1, 9, 0, 2, 4, 7, 5, 8)",-2,1,#REF!,G2675,--,--,G2270
m13n3956,G2676,"(0, 7, 5, 8, 6, 9, 2, 3, 4, 1)","(6, 2, 9, 3, 1, 4, 5, 7, 0, 8)",-2,1,#REF!,G2676,--,--,G2269
13n3960,G771,"(0, 3, 5, 4, 6, 8, 7, 9, 1, 2)","(7, 9, 1, 0, 2, 5, 3, 6, 4, 8)",5,0,#REF!,G771,G772,G772,G771
13n3960,G772,"(0, 2, 1, 3, 6, 4, 7, 5, 9, 8)","(4, 6, 5, 7, 9, 8, 0, 2, 3, 1)",5,0,#REF!,G772,G771,G771,G772
m13n3960,G1684,"(0, 7, 5, 6, 4, 2, 3, 9, 1, 8)","(3, 1, 9, 0, 8, 7, 5, 4, 6, 2)",-15,-2,#REF!,G1684,--,--,G1684
m13n3960,G1685,"(0, 8, 5, 6, 4, 2, 3, 1, 9, 7)","(3, 1, 9, 0, 8, 5, 7, 6, 4, 2)",-15,-2,#REF!,G1685,--,--,G1685
m13n3960,G1686,"(0, 3, 1, 9, 8, 6, 4, 7, 5, 2)","(6, 7, 4, 3, 5, 2, 0, 1, 9, 8)",-15,0,#REF!,G1686,G1687,G1686,G1687
m13n3960,G1687,"(0, 3, 1, 9, 8, 6, 4, 7, 5, 2)","(6, 7, 5, 2, 4, 3, 0, 1, 9, 8)",-15,0,#REF!,G1687,G1686,G1687,G1686
